NacidoProvincia;Sexo;EstadoCivil;CantHijos;DomicilioPartido;DomicilioProvincia;ComisariaJurisdiccional;Departamental;PoseeLicenciaConducir;TituloSecundario;TipoOtroEstudio;ConoceComputacion;ConoceIngles;ConoceOtros;Edad
BUENOS AIRES;F;Soltera/o;1;EZEIZA;BUENOS AIRES;CRIA.LOMAS DE ZAMORA 1RA;JEF.DEP.DE SEG.LANUS;NO;BACHILLER;No posee;NO;NO;NO;24
BUENOS AIRES;F;Soltera/o;0;LA PLATA;BUENOS AIRES;CRIA.LA PLATA 14TA;JEF.DEP.DE SEG.LA PLATA;NO;ORGANIZACIÓN DE EMPRESAS;Terciario Completo;SI;SI;SI;26
HUARA;F;Concubinato;3;LA PLATA;BUENOS AIRES;CRIA.LA PLATA 8VA;JEF.DEP.DE SEG.LA PLATA;NO;SECUNDARIO COMPLETO;No posee;SI;NO;NO;25
BUENOS AIRES;F;Soltera/o;0;GENERAL ALVEAR;BUENOS AIRES;EST.POL.COM.GRAL.ALVEAR;JEF.DEP.DE SEG.25 DE MAYO;NO;SECUNDARIO;No posee;NO;NO;NO;20
BUENOS AIRES;F;Soltera/o;1;MORENO;BUENOS AIRES;CRIA.MORENO 1RA;JEF.DEP.DE SEG.MORENO;NO;BACHILLER EN CIENCIAS NATURALES;No posee;SI;SI;NO;25
BUENOS AIRES;M;Soltera/o;0;LA PLATA;BUENOS AIRES;CRIA.LA PLATA 5TA;JEF.DEP.DE SEG.LA PLATA;NO;DIRECCION DE ENSEÑANZA SECUNDARIA POLIMODAL JOVENES Y ADULTOS;No posee;SI;SI;NO;21
LA PLATA;M;Soltera/o;1;LA PLATA;BUENOS AIRES;CRIA.LA PLATA 1RA;JEF.DEP.DE SEG.LA PLATA;NO;BACHILLERATO. EN CIENCIAS SOCIALES;No posee;NO;NO;NO;26
BUENOS AIRES;M;Soltera/o;0;EZEIZA;BUENOS AIRES;CRIA.LA PLATA 1RA;JEF.DEP.DE SEG.LA PLATA;SI;BACHILLER EDICIÓN FÍSICA;No posee;NO;NO;NO;24
BUENOS AIRES;F;Soltera/o;1;GENERAL ALVARADO;BUENOS AIRES;CRIA.MAR DEL PLATA 1RA;JEF.DEP.DE SEG.MAR DEL PLATA;NO;BACHILLER EN CIENCIAS SOCIALES;No posee;SI;SI;SI;20
BUENOS AIRES;M;Soltera/o;0;MERLO;BUENOS AIRES;CRIA.MERLO 1RA;JEF.DEP.DE SEG.MERLO;SI;BACHILLER MODALIDAD ECONOMÍA Y GESTIÓN DE LAS ORGANIZACIONES;No posee;SI;NO;NO;25
BUENOS AIRES;M;Soltera/o;0;EZEIZA;BUENOS AIRES;CRIA.EZEIZA 1RA;JEF.DEP.DE SEG.ALTE.BROWN;SI;BACHILLER ECONOMIA;No posee;NO;NO;NO;22
BUENOS AIRES;M;Soltera/o;1;MERCEDES;BUENOS AIRES;CRIA.MERCEDES 2DA;JEF.DEP.DE SEG.MERCEDES;NO;SEGUNDARIO;No posee;SI;SI;NO;25
BUENO AIRES;M;Soltera/o;1;SAN NICOLAS;BUENOS AIRES;CRIA.SAN NICOLAS 1RA;JEF.DEP.DE SEG.SAN NICOLAS;SI;BACHILLER EN ECONOMÍA Y ADMINISTRACIÓN;No posee;SI;SI;NO;25
QUILMES, PROVINCIA DE BUENOS AIRES, ARGENTINA;F;Soltera/o;1;QUILMES;BUENOS AIRES;CRIA.QUILMES 6TA;JEF.DEP.DE SEG.QUILMES;NO;BACHILLER CIENCIAS SOCIALES;No posee;SI;SI;NO;22
BUENOS AIRES;F;Soltera/o;0;JUNIN;BUENOS AIRES;CRIA.JUNIN 1RA;JEF.DEP.DE SEG.JUNIN;SI;BACHILLERATO CON ORIENTACIÓN EN GESTIÓN Y ADMINISTRACIÓN.;No posee;SI;SI;NO;23
BUENOS AIRES;F;Soltera/o;1;MERLO;BUENOS AIRES;SUBCRIA.BARRIO MATERA;JEF.DEP.DE SEG.MERLO;NO;BACHILLER EN CIENCIAS SOCIALES;No posee;NO;NO;NO;23
BUENOS AIRES;M;Casada/o;2;SAN VICENTE;BUENOS AIRES;CRIA.SAN VICENTE 1RA;JEF.DEP.DE SEG.SAN VICENTE;NO;BACHILLERATO;No posee;NO;NO;NO;25
CHACO;M;Soltera/o;1;LA MATANZA;BUENOS AIRES;CRIA.LA MATANZA SUR 1RA;JEF.DEP.DE SEG.LA MATANZA;NO;BACHILLERATO EN CIENCIAS SOCIALES;No posee;NO;NO;NO;22
BUENOS AIRES;M;Soltera/o;1;EZEIZA;BUENOS AIRES;CRIA.EZEIZA 2DA;JEF.DEP.DE SEG.ALTE.BROWN;SI;ECONOMÍA Y ADMINISTRACION;No posee;SI;SI;NO;22
BUENOS AIRES;M;Soltera/o;0;PERGAMINO;BUENOS AIRES;CRIA.PERGAMINO 2DA;JEF.DEP.DE SEG.PERGAMINO;SI;BACHILLER CON ORIENTACION EN GESTIÓN Y ADMINISTRACIÓN;No posee;SI;SI;NO;21
BUENOS AIRES;M;Soltera/o;1;TAPALQUE;BUENOS AIRES;EST.POL.COM.TAPALQUE;JEF.DEP.DE SEG.AZUL;SI;BACHILLER EN CIENCIAS NATURALES;No posee;SI;NO;SI;21
BUENOS AIRES;F;Soltera/o;0;MERLO;BUENOS AIRES;CRIA.MERLO 3RA;JEF.DEP.DE SEG.MERLO;NO;CIENCIAS SOCIALES;No posee;SI;SI;NO;22
BUENOS AIRES;M;Soltera/o;0;LA MATANZA;BUENOS AIRES;CRIA.LA MATANZA OESTE 1RA;JEF.DEP.DE SEG.LA MATANZA;NO;BACHILLER SOCIAL;No posee;NO;NO;NO;22
BUENOS AIRES;F;Casada/o;1;LA MATANZA;BUENOS AIRES;CRIA.LA MATANZA OESTE 3RA;JEF.DEP.DE SEG.LA MATANZA;SI;ECONOMÍA Y ADMINISTRACIÓN;Posgrado Completo;NO;NO;NO;22
BUENOS AIRES;F;Soltera/o;0;CARLOS CASARES;BUENOS AIRES;CRIA.CARLOS CASARES;JEF.DEP.DE SEG.PEHUAJO;NO;BACHILLER EN ECONOMÍA Y ADMINISTRACIÓN;No posee;SI;SI;NO;19
BUENOS AIRES;M;Soltera/o;0;LA MATANZA;BUENOS AIRES;CRIA.LA MATANZA SUR 1RA;JEF.DEP.DE SEG.LA MATANZA;SI;BACHILLER EN ECONOMÍA Y ADMINISTRACIÓN;Posgrado Completo;SI;NO;NO;21
BUENOS AIRES;F;Soltera/o;0;LOMAS DE ZAMORA;BUENOS AIRES;CRIA.ALMIRANTE BROWN 9NA;JEF.DEP.DE SEG.ALTE.BROWN;NO;ARTES;No posee;SI;NO;NO;20
MERCEDES BS AA;M;Soltera/o;0;MERCEDES;BUENOS AIRES;EST.POL.COM.MERCEDES;JEF.DEP.DE SEG.MERCEDES;SI;ELECTROMECANICO;No posee;NO;NO;NO;22
BUENOS AIRES;F;Soltera/o;0;FLORENCIO VARELA;BUENOS AIRES;CRIA.FLORENCIO VARELA 1RA;JEF.DEP.DE SEG.QUILMES;NO;BACHILLER EN ECONOMIA Y ADMINISTRACION;No posee;NO;NO;NO;23
PEHUAJO;F;Soltera/o;0;PEHUAJO;BUENOS AIRES;EST.POL.COM.PEHUAJO;JEF.DEP.DE SEG.PEHUAJO;SI;BACHILLER EN CIENCIAS NATURALES;No posee;SI;SI;NO;20
BUENOS AIRES;F;Soltera/o;2;COLON;BUENOS AIRES;EST.POL.COM.COLON;JEF.DEP.DE SEG.PERGAMINO;SI;SECUNDARIA;No posee;NO;NO;NO;25
BUENOS AIRES;F;Soltera/o;0;LA PLATA;BUENOS AIRES;CRIA.LA PLATA 8VA;JEF.DEP.DE SEG.LA PLATA;NO;BACHILLER EN CIENCIAS SOCIALES;No posee;NO;SI;NO;20
BUENOS AIRES;F;Soltera/o;0;ALMIRANTE BROWN;BUENOS AIRES;CRIA.ALMIRANTE BROWN 3RA;JEF.DEP.DE SEG.ALTE.BROWN;NO;BACHILLER ECONOMIA Y ADMINISTRACION DE EMPRESAS;No posee;NO;NO;NO;19
BUENOS AIRES;F;Soltera/o;0;LOMAS DE ZAMORA;BUENOS AIRES;CRIA.LOMAS DE ZAMORA 3RA;JEF.DEP.DE SEG.LANUS;NO;BACHILLERATO;No posee;NO;NO;NO;22
BUENOS AIRES;M;Soltera/o;0;SALADILLO;BUENOS AIRES;CRIA.SALADILLO;JEF.DEP.DE SEG.25 DE MAYO;SI;EN TRAMITE;No posee;SI;NO;NO;19
BUENOS AIRES;F;Soltera/o;1;CAÑUELAS;BUENOS AIRES;EST.POL.COM.CNEL.SUAREZ 3RA.;JEF.DEP.DE SEG.CNEL.SUAREZ;NO;BACHILLER EN ECONOMIA Y ADMINISTRACIÓN;No posee;SI;SI;NO;24
BUENOS AIRES;F;Soltera/o;0;GENERAL PUEYRREDON;BUENOS AIRES;CRIA.MAR DEL PLATA 6TA;JEF.DEP.DE SEG.MAR DEL PLATA;NO;BACHILLER EN ECONOMÍA Y ADMINISTRACIÓN;No posee;NO;NO;NO;21
BUENOS AIRES;F;Soltera/o;2;LA PLATA;BUENOS AIRES;CRIA.LA PLATA 1RA;JEF.DEP.DE SEG.LA PLATA;NO;SECUNDARIO COMPLETO;No posee;NO;NO;NO;20
BS.AS.;F;Soltera/o;0;GENERAL PUEYRREDON;BUENOS AIRES;CRIA.MAR DEL PLATA 4TA;JEF.DEP.DE SEG.MAR DEL PLATA;NO;BACHILLER;No posee;SI;SI;NO;20
BUENOS AIRES;F;Soltera/o;0;25 DE MAYO;BUENOS AIRES;CRIA.25 DE MAYO 1RA;JEF.DEP.DE SEG.25 DE MAYO;NO;CIENCIAS NATURALES;No posee;NO;NO;NO;20
BUENOS AIRES;F;Soltera/o;0;FLORENCIO VARELA;BUENOS AIRES;CRIA.FLORENCIO VARELA 4TA;JEF.DEP.DE SEG.QUILMES;NO;BACHILLER EN CIENCIAS SOCIALES;No posee;NO;NO;NO;22
SALADILLO;M;Concubinato;0;SALADILLO;BUENOS AIRES;CRIA.SALADILLO;JEF.DEP.DE SEG.25 DE MAYO;SI;BACHILLER EN CIENCIAS SOCIALES;No posee;SI;SI;NO;23
BUENOS AIRES;F;Soltera/o;0;DOLORES;BUENOS AIRES;CRIA.DOLORES;JEF.DEP.DE SEG.DOLORES;NO;BACHILLERATO EN CIENCIAS SOCIALES;No posee;NO;NO;NO;23
BUENOS AIRES;F;Soltera/o;0;FLORENCIO VARELA;BUENOS AIRES;CRIA.FLORENCIO VARELA 6TA;JEF.DEP.DE SEG.QUILMES;NO;BACHILLER CIENCIAS NATURALES;No posee;NO;NO;NO;21
BUENOS AIRES;F;Soltera/o;0;SALADILLO;BUENOS AIRES;CRIA.25 DE MAYO 2DA;JEF.DEP.DE SEG.25 DE MAYO;NO;BACHILLER ARTE-TEATRO;No posee;NO;NO;NO;18
BUENOS AIRES;M;Soltera/o;0;MERLO;BUENOS AIRES;CRIA.MERLO 4TA;JEF.DEP.DE SEG.MERLO;NO;SECUNDARIO COMPLETO (ECONOMIA Y ADMINISTRACION);No posee;SI;NO;SI;22
BUENOS AIRES;F;Soltera/o;0;LA PLATA;BUENOS AIRES;CRIA.LA PLATA 3RA;JEF.DEP.DE SEG.LA PLATA;NO;BACHILLERATO CIENCIAS NATURALES;No posee;SI;SI;NO;19
BUENOS AIRES;F;Soltera/o;1;9 DE JULIO;BUENOS AIRES;EST.POL.COM.NUEVE DE JULIO;JEF.DEP.DE SEG.PEHUAJO;SI;ECONOMIA Y ADMINISTRACION;No posee;NO;NO;NO;24
BUENOS AIRES;M;Soltera/o;0;FLORENCIO VARELA;BUENOS AIRES;CRIA.FLORENCIO VARELA 1RA;JEF.DEP.DE SEG.QUILMES;SI;BACHILLER;No posee;NO;NO;NO;23
MAR DEL PLATA;F;Soltera/o;0;GENERAL PUEYRREDON;BUENOS AIRES;CRIA.MAR DEL PLATA 1RA;JEF.DEP.DE SEG.MAR DEL PLATA;NO;BACHILLER EN CIENCAS SOCIALES;No posee;NO;NO;NO;21
BUENOS AIRES;F;Soltera/o;1;MERLO;BUENOS AIRES;CRIA.MERLO 1RA;JEF.DEP.DE SEG.MERLO;NO;ECONOMIA Y GESTION;No posee;NO;NO;NO;25
LA PLATA;F;Divorciada/o;2;LA PLATA;BUENOS AIRES;CRIA.LA PLATA 8VA;JEF.DEP.DE SEG.LA PLATA;NO;BACHILLERATO DE ADULTOS;No posee;NO;NO;NO;26
BUENOS AIRES;F;Soltera/o;1;LA MATANZA;BUENOS AIRES;CRIA.LA MATANZA SUR 2DA;JEF.DEP.DE SEG.LA MATANZA;NO;CIENCIAS SOCIALES;No posee;SI;NO;NO;25
BUENOS AIRES;F;Concubinato;0;PINAMAR;BUENOS AIRES;EST.POL.COM.PINAMAR;JEF.DEP.DE SEG.PINAMAR;SI;ADMINISTRATIVO;No posee;NO;NO;NO;22
BUENOS AIRES;F;Soltera/o;0;SAN VICENTE;BUENOS AIRES;CRIA.SAN VICENTE 2DA;JEF.DEP.DE SEG.SAN VICENTE;NO;BACHILLER EN CIENCIAS NATURALES;No posee;NO;NO;NO;19
BUENOS AIRES;M;Soltera/o;0;CONSTITUCION;SANTA FE;CRIA.PERGAMINO 1RA;JEF.DEP.DE SEG.PERGAMINO;NO;BACHILLERATO EL ECONOMÍA Y ADMINISTRACIÓN;No posee;SI;SI;NO;20
BS AS;F;Soltera/o;0;GENERAL RODRIGUEZ;BUENOS AIRES;CRIA.MORENO 1RA;JEF.DEP.DE SEG.MORENO;NO;BACHILLER EN ARTES VISUALES;No posee;SI;SI;NO;19
BUENOS AIRES;F;Soltera/o;0;BERISSO;BUENOS AIRES;CRIA.BERISSO 1RA;JEF.DEP.DE SEG.LA PLATA;NO;BACHILLER CONTABLE;No posee;SI;SI;NO;21
BUENOS AIRES;F;Soltera/o;0;LANUS;BUENOS AIRES;CRIA.LANUS 2DA;JEF.DEP.DE SEG.LANUS;NO;BACHILLER EN CIENCIAS SOCIALES;No posee;NO;NO;NO;26
BUENOS AIRES;M;Soltera/o;0;LA PLATA;BUENOS AIRES;SUBCRIA.HERNANDEZ;JEF.DEP.DE SEG.LA PLATA;SI;BACHILLERATO EN CIENCIAS SOCIALES;No posee;SI;NO;NO;26
BUENOS AIRES;M;Soltera/o;0;DOLORES;BUENOS AIRES;CRIA.DOLORES;JEF.DEP.DE SEG.DOLORES;NO;BACHILLERATO CIENCIAS SOCIALES;No posee;NO;NO;NO;26
BUENOS AIRES;F;Soltera/o;0;CORONEL ROSALES;BUENOS AIRES;CRIA.BAHIA BLANCA 1RA;JEF.DEP.DE SEG.BAHIA BLANCA;NO;BACHILLER EN BIENES Y SERVICIOS;No posee;NO;NO;NO;25
BUENOS AIRES;F;Soltera/o;0;LAS FLORES;BUENOS AIRES;EST.POL.COM.LAS FLORES;JEF.DEP.DE SEG.AZUL;NO;TÍTULO SECUNDARIO BCON ORIENTACIÓN EN ECONOMÍA Y ADMINISTRACIÓN;No posee;SI;NO;NO;22
LA MATANZA;F;Casada/o;0;LA MATANZA;BUENOS AIRES;CRIA.LA MATANZA OESTE 1RA;JEF.DEP.DE SEG.LA MATANZA;NO;SEGUNDARIO COMPLETO;No posee;SI;NO;NO;21
LA MATANZA;F;Soltera/o;0;LA MATANZA;BUENOS AIRES;CRIA.LA MATANZA OESTE 1RA;JEF.DEP.DE SEG.LA MATANZA;SI;ECONOMIA;No posee;NO;NO;NO;21
BUENOS AIRES;F;Soltera/o;0;AZUL;BUENOS AIRES;CRIA.AZUL 1RA;JEF.DEP.DE SEG.AZUL;NO;ECONOMIA Y ADMINISTRACION;No posee;NO;NO;NO;22
BS.AS;F;Soltera/o;1;LA PLATA;BUENOS AIRES;CRIA.LA PLATA 8VA;JEF.DEP.DE SEG.LA PLATA;NO;BIENES Y SERVICIOS;No posee;SI;NO;NO;25
ARGENTINA;F;Soltera/o;1;ALMIRANTE BROWN;BUENOS AIRES;CRIA.ALMIRANTE BROWN 2DA;JEF.DEP.DE SEG.ALTE.BROWN;SI;BACHILLERATO EN CIENCIAS ECONOMICAA;No posee;NO;NO;NO;23
BUENOS AIRES;F;Soltera/o;0;LOMAS DE ZAMORA;BUENOS AIRES;CRIA.LA PLATA 1RA;JEF.DEP.DE SEG.LA PLATA;NO;CERTIFICADO DE ANALÍTICO EN TRAMITE;No posee;SI;NO;NO;20
MORENO - MORENO;F;Soltera/o;0;MORENO;BUENOS AIRES;CRIA.MORENO 1RA;JEF.DEP.DE SEG.MORENO;NO;BACHILLER EN CIENCIAS NATURALES;Universitario Incompleto;SI;SI;NO;23
MENDOZA;F;Soltera/o;0;LA PLATA;BUENOS AIRES;CRIA.LA PLATA 14TA;JEF.DEP.DE SEG.LA PLATA;NO;TÉCNICA EN SERVICIOS TURÍSTICOS;No posee;NO;NO;NO;20
MISIONES;F;Soltera/o;0;SAN A.DE GILES;BUENOS AIRES;EST.POL.COM.S.A.DE GILES;JEF.DEP.DE SEG.MERCEDES;SI;ORIENTACION A LAS CIENCIAS POLITICAS;No posee;NO;SI;NO;22
BUENOS AIRES;M;Soltera/o;0;LA PLATA;BUENOS AIRES;CRIA.LA PLATA 6TA;JEF.DEP.DE SEG.LA PLATA;SI;BACHILLER;No posee;NO;NO;NO;22
BUENOS AIRES;F;Soltera/o;0;LA PLATA;BUENOS AIRES;CRIA.LA PLATA 11RA;JEF.DEP.DE SEG.LA PLATA;NO;BACHILLER EN ECONOMIA Y GESTIÓN;No posee;SI;NO;NO;20
BUENOS AIRES;F;Soltera/o;1;LA MATANZA;BUENOS AIRES;SUBCRIA.ALDO BONZI;JEF.DEP.DE SEG.LA MATANZA;NO;PRIMARIO (COMPLETO) SECUNDARIO (COMPLETO);No posee;NO;NO;NO;24
JOSE.C.PAZ;F;Soltera/o;1;JOSE C.PAZ;BUENOS AIRES;CRIA.GRAL.RODRIGUEZ 1RA;JEF.DEP.DE SEG.MORENO;NO;BACHILLER ECONOMIA Y GESTION DE LAS ORGANIZACIONES;Universitario Incompleto;SI;NO;NO;26
BUENOS AIRES;F;Soltera/o;0;LOMAS DE ZAMORA;BUENOS AIRES;CRIA.LANUS 1RA;JEF.DEP.DE SEG.LANUS;NO;BACHILLERATO EN ECONOMIA;No posee;NO;NO;NO;19
BUENOS AIRES;F;Soltera/o;2;QUILMES;BUENOS AIRES;CRIA.QUILMES 6TA;JEF.DEP.DE SEG.QUILMES;NO;ECONOMÍA Y ADMINISTRACIÓN;No posee;NO;NO;NO;24
BUENOS AIRES;M;Soltera/o;0;TANDIL;BUENOS AIRES;CRIA.TANDIL 2DA;JEF.DEP.DE SEG.TANDIL;NO;BACHILLER EN GESTIÓN Y ADMINISTRACIÓN EN TURISMO;No posee;SI;SI;NO;21
BUENOS AIRES;F;Soltera/o;0;TIGRE;BUENOS AIRES;CRIA.TIGRE 1RA;JEF.DEP.DE SEG.CONURBANO NORTE;NO;BACHILLER CS NATURALES;No posee;NO;NO;NO;24
BARADERO - BARADERO;M;Soltera/o;0;BARADERO;BUENOS AIRES;EST.POL.COM.BARADERO;JEF.DEP.DE SEG.SAN NICOLAS;SI;TÉCNICO EN EQUIPOS E INSTALACIONES ELECTROMECÁNICAS.;No posee;NO;NO;NO;25
BUENOS AIRES;M;Soltera/o;0;QUILMES;BUENOS AIRES;CRIA.QUILMES 4TA;JEF.DEP.DE SEG.QUILMES;NO;1;No posee;NO;NO;NO;22
BUENOS AIRES;F;Soltera/o;2;FLORENCIO VARELA;BUENOS AIRES;CRIA.FLORENCIO VARELA 4TA;JEF.DEP.DE SEG.QUILMES;NO;BACHILLERATO EN ECONOMÍA;No posee;NO;NO;NO;25
BUENOS AIRES;M;Soltera/o;0;ALMIRANTE BROWN;BUENOS AIRES;CRIA.ALMIRANTE BROWN 7MA;JEF.DEP.DE SEG.ALTE.BROWN;SI;BACHILLERATO EN ARTES VISUALES;No posee;SI;NO;SI;20
FLORENCIO VARELA;M;Soltera/o;3;FLORENCIO VARELA;BUENOS AIRES;CRIA.FLORENCIO VARELA 1RA;JEF.DEP.DE SEG.QUILMES;NO;ANALITICO;Posgrado Incompleto;NO;NO;NO;23
BUENOS AIRES;F;Soltera/o;1;BERISSO;BUENOS AIRES;CRIA.BERISSO 1RA;JEF.DEP.DE SEG.LA PLATA;NO;SECUNDARIO COMPLETO;No posee;NO;NO;NO;24
BUENOS AIRES;F;Soltera/o;0;SAN MIGUEL;BUENOS AIRES;CRIA.SAN MIGUEL 3RA;JEF.DEP.DE SEG.PILAR;NO;BACHILLER EN CIENCIAS SOCIALES;No posee;SI;SI;NO;23
OVIEDO;M;Soltera/o;0;CAPITAL FEDERAL;CIUDAD AUTÓNOMA DE BUENOS AIRES;EST.POL.COM.PINAMAR;JEF.DEP.DE SEG.PINAMAR;NO;BACHILLER EN ECONOMIA Y ADMINISTRACION;No posee;NO;NO;SI;20
BUENOS AIRES;F;Soltera/o;1;LOBOS;BUENOS AIRES;CRIA.SAN NICOLAS 2DA;JEF.DEP.DE SEG.SAN NICOLAS;SI;BACHILLERATO TÉCNICO PARA ADULTOS ORIENTADOS EN CS.SOCIALES CON ESPECIALIZACIÓN EN GESTIÓN DE POLÍTICAS PUBLICAS;No posee;SI;NO;NO;24
BUENOS AIRES;F;Casada/o;1;ALMIRANTE BROWN;BUENOS AIRES;CRIA.ALMIRANTE BROWN 7MA;JEF.DEP.DE SEG.ALTE.BROWN;NO;BACHILLERATO SOCIALES;No posee;NO;NO;NO;23
BUENOS AIRES;M;Soltera/o;0;QUILMES;BUENOS AIRES;CRIA.QUILMES 4TA;JEF.DEP.DE SEG.QUILMES;SI;BACHILLER EN ECONOMIA;No posee;SI;NO;NO;24
BUENOS AIRES;F;Soltera/o;0;FLORENCIO VARELA;BUENOS AIRES;CRIA.FLORENCIO VARELA 2DA;JEF.DEP.DE SEG.QUILMES;NO;BACHILLER  ORIENTACION CIENCIAS NATURALES;No posee;NO;NO;NO;22
BUENOS AIRES;M;Soltera/o;0;MERLO;BUENOS AIRES;CRIA.MERLO 1RA;JEF.DEP.DE SEG.MERLO;SI;MAESTRO MAYOR DE OBRAS;No posee;SI;SI;NO;25
BUENOS AIRES;F;Soltera/o;0;FLORENCIO VARELA;BUENOS AIRES;CRIA.FLORENCIO VARELA 4TA;JEF.DEP.DE SEG.QUILMES;NO;ECONOMÍA Y GESTIÓN;No posee;NO;NO;NO;22
BS AS;F;Soltera/o;2;EZEIZA;BUENOS AIRES;CRIA.25 DE MAYO 1RA;JEF.DEP.DE SEG.25 DE MAYO;NO;BACHILLER;No posee;SI;NO;NO;25
BS. AS. (FUERA DE GBA);F;Soltera/o;0;MERLO;BUENOS AIRES;CRIA.MERLO 1RA;JEF.DEP.DE SEG.MERLO;NO;CS. SOCIALES Y HUMANIDADES;No posee;NO;NO;NO;20
ENTRE RIOS;M;Soltera/o;0;GENERAL ALVEAR;BUENOS AIRES;EST.POL.COM.GRAL.ALVEAR;JEF.DEP.DE SEG.25 DE MAYO;SI;SECUNDARIO COMPLETO;No posee;NO;NO;NO;20
BUENOS AIRES;F;Soltera/o;2;SAN VICENTE;BUENOS AIRES;CRIA.25 DE MAYO 1RA;JEF.DEP.DE SEG.25 DE MAYO;NO;SECUNDARIO INCOMPRECTO;No posee;NO;NO;NO;25
BUENOS AIRES;M;Soltera/o;0;MERLO;BUENOS AIRES;CRIA.MERLO 1RA;JEF.DEP.DE SEG.MERLO;NO;BACHILLERATO EN CIENCIAS SOCIALES;No posee;NO;NO;NO;19
ENTRE RIOS;M;Soltera/o;0;GENERAL ALVEAR;BUENOS AIRES;EST.POL.COM.GRAL.ALVEAR;JEF.DEP.DE SEG.25 DE MAYO;SI;SECUNDARIO COMPLETO;No posee;NO;NO;NO;20
BUENOS AIRES;M;Soltera/o;0;LA PLATA;BUENOS AIRES;CRIA.LA PLATA 9NA;JEF.DEP.DE SEG.LA PLATA;SI;SECUENDARIO COMPLETO;No posee;NO;NO;NO;20
BUENOS AIRES;M;Soltera/o;0;GUAMINI;BUENOS AIRES;EST.POL.COM.GUAMINI 1RA;JEF.DEP.DE SEG.GUAMINI;SI;BACHILLER EN CIENCIAS NATURALES;No posee;SI;NO;NO;18
BUENOS AIRES;F;Soltera/o;1;BERAZATEGUI;BUENOS AIRES;CRIA.BERAZATEGUI 2DA;JEF.DEP.DE SEG.QUILMES;NO;BACHILLER CON ORIENTACION EN CS SOCIALES;No posee;NO;NO;NO;25
BUENOS AIRES;F;Soltera/o;0;BRAGADO;BUENOS AIRES;CRIA.25 DE MAYO 1RA;JEF.DEP.DE SEG.25 DE MAYO;NO;ADMINISTRACION Y ECONOMIA;No posee;NO;NO;NO;23
LA  PLATA;M;Soltera/o;0;LA PLATA;BUENOS AIRES;CRIA.LA PLATA 3RA;JEF.DEP.DE SEG.LA PLATA;NO;BACHILLER;No posee;NO;NO;NO;19
BUENOS AIRES;F;Soltera/o;2;LOMAS DE ZAMORA;BUENOS AIRES;CRIA.LOMAS DE ZAMORA 1RA;JEF.DEP.DE SEG.LANUS;NO;BACHILLERATO;No posee;NO;NO;NO;25
BUENOS AIRES;M;Soltera/o;0;QUILMES;BUENOS AIRES;CRIA.QUILMES 6TA;JEF.DEP.DE SEG.QUILMES;NO;BACHILLERATO EN CIENCIAS SOCIALES;Posgrado Completo;SI;NO;NO;19
BUENOS AIRES;M;Soltera/o;0;CAPITAL FEDERAL;CIUDAD AUTÓNOMA DE BUENOS AIRES;EST.POL.COM.MERCEDES;JEF.DEP.DE SEG.MERCEDES;SI;TERCIARIO COMPLETO;No posee;NO;NO;NO;23
BUENOS AIRES;F;Soltera/o;2;25 DE MAYO;BUENOS AIRES;CRIA.25 DE MAYO 1RA;JEF.DEP.DE SEG.25 DE MAYO;NO;BACHILLER ORIENTADO EN CIENCIAS SOCIALES ESPECIALIZADO EN GESTIÓN DE POLITICAS PÚBLICAS;No posee;SI;SI;NO;25
BUENOS AIRES;F;Soltera/o;0;LA PLATA;BUENOS AIRES;CRIA.LA PLATA 13RA;JEF.DEP.DE SEG.LA PLATA;NO;BACHILLER EN COMUNICACIÓN;No posee;SI;NO;NO;20
BUENOS AIRES;F;Soltera/o;1;OLAVARRIA;BUENOS AIRES;CRIA.OLAVARRIA 1RA;JEF.DEP.DE SEG.AZUL;NO;BACHILLERATO EN COMUNICACION;Terciario Completo;SI;SI;NO;24
BUENOS AIRES;M;Soltera/o;0;LA PLATA;BUENOS AIRES;CRIA.LA PLATA 8VA;JEF.DEP.DE SEG.LA PLATA;NO;SECUNDARIO;Universitario Incompleto;SI;SI;NO;25
MISIONES;M;Soltera/o;0;PILAR;BUENOS AIRES;CRIA.PILAR 4TA;JEF.DEP.DE SEG.PILAR;SI;ECONOMIA;No posee;NO;NO;NO;22
BUENOS AIRES;M;Soltera/o;0;MERCEDES;BUENOS AIRES;CRIA.MERCEDES 2DA;JEF.DEP.DE SEG.MERCEDES;SI;SECUNDARIO BASICO;No posee;NO;NO;NO;21
BUENOS AIRES;M;Soltera/o;0;BERAZATEGUI;BUENOS AIRES;CRIA.BERAZATEGUI 1RA;JEF.DEP.DE SEG.QUILMES;NO;MODALIDAD CIENCIAS CON ORIENTACIÓN NATURALES;No posee;SI;SI;NO;20
BUENOS AIRES;M;Soltera/o;0;LA PLATA;BUENOS AIRES;CRIA.LA PLATA 3RA;JEF.DEP.DE SEG.LA PLATA;SI;BACHILLERATO CON ORIENTACIÓN EN CIENCIAS SOCIALES;No posee;SI;SI;NO;25
BUENOS AIRES;M;Soltera/o;0;MALVINAS ARGENTINAS;BUENOS AIRES;CRIA.MALVINAS ARGENTINAS 3RA;JEF.DEP.DE SEG.PILAR;NO;ECONOMÍA;No posee;NO;NO;NO;22
